ADDRESS,LATITUDE,LONGITUDE,MAX_FLOOR,PLANNING_AREA,MIN_MRT_DIST,MRT_STATUS,MIN_MRT(OPEN)_DIST,MIN_HAWK_DIST,HAWK_TYPE,HAWK_OWNER,HAWK_NUMBER_OF_STALLS,MIN_PS_DIST,MIN_SS_DIST,MIN_MALL_DIST,cbd_dist,NUM_MRT_WITHIN_1.5KM,NUM_HAWK_WITHIN_1.5KM,NUM_PS_WITHIN_1.5KM,NUM_SS_WITHIN_1.5KM,NUM_MALL_WITHIN_1.5KM
361 yung an road,1.335804,103.720314,12,jurong west,975.7296653950381,open,975.7296653950381,185.2484998512514,MHC,Government,180,362.8862108440808,688.8687845779365,1569.4846696391824,15703.355874124903,2,2,4,4,0
130 pasir ris street 11,1.365365,103.956938,8,pasir ris,471.67421138303587,planned,1022.7000957283527,2600.6350328973576,MHC,HDB,144,443.546281177495,134.7930625146984,437.7213775875847,14871.469573592392,5,0,6,8,2
618 woodlands avenue 4,1.433641,103.796644,12,woodlands,773.1663844542887,open,773.1663844542887,1865.3886377029726,HC,HDB,78,169.6547551231098,592.315762875411,1246.9039152713929,17732.94078089959,4,0,9,7,1
824 yishun street 81,1.413745,103.833303,11,yishun,381.03602197582444,open,381.03602197582444,2028.0609343021454,MHC,HDB,179,537.0646231614149,536.0946634141716,1597.8795332691648,14595.191643671189,1,0,3,3,0
530 choa chu kang street 51,1.39268,103.741839,12,choa chu kang,766.7098909749647,open,766.7098909749647,5346.429376560767,MHC,HDB,225,270.7291115461611,299.5125585610428,2454.273747372992,17189.592275285257,5,0,5,4,0
527 hougang avenue 6,1.374763,103.890627,13,hougang,413.1539137847135,open,413.1539137847135,1806.8248181154322,MHC,HDB,186,179.7984629513499,208.841416617571,430.9341884404851,11050.365909500655,3,0,9,6,1
167 yishun ring road,1.436613,103.832357,12,yishun,770.4217741572204,open,770.4217741572204,711.8989303161046,MHC,HDB,179,388.0887427514131,299.8698504125948,793.233402076375,17116.064850626823,2,1,5,4,3
104 bedok north avenue 4,1.333299,103.936601,14,bedok,521.9097028477693,open,521.9097028477693,280.41634702121166,MHC,HDB,214,267.5419300667986,221.00639421395033,1250.8839159933555,11002.48233593712,5,7,6,5,1
244 pasir ris street 21,1.371455,103.963383,13,pasir ris,642.7352208426171,planned,1563.1655557760487,3407.747927693706,MHC,HDB,129,124.38393601872468,244.7867051389565,701.9410910672776,15851.154803430933,2,0,3,4,2
217 serangoon avenue 4,1.357635,103.872091,12,serangoon,951.5054674654285,open,951.5054674654285,868.1258338183493,MHC,Government,82,384.4619692400937,311.1966506152149,759.5499410456939,8570.985337865823,5,2,4,4,2
768 pasir ris street 71,1.375371,103.935518,16,pasir ris,730.6591147758076,planned,1575.8115728141256,3468.5373293936887,MHC,HDB,144,72.12050636073735,1746.0722918951178,2235.6867762585302,13862.52453821066,2,0,4,0,0
731 tampines street 71,1.357007,103.934099,14,tampines,1111.8868542142038,open,1111.8868542142038,1740.1661435637086,MHC,HDB,144,146.16728755027043,376.0390759356141,796.9541066916254,12323.86104722315,4,0,6,4,3
508 bedok north avenue 3,1.3334,103.932519,14,bedok,335.8679720629707,open,335.8679720629707,216.4847623317663,MHC,HDB,125,68.23562312022167,305.41244050679234,1024.5355942915965,10618.852953239877,3,7,7,4,1
3 upper aljunied lane,1.333993,103.879893,10,toa payoh,814.6421284523318,open,814.6421284523318,999.2281272076068,HC,HDB,106,507.1259654536403,663.794388526835,2038.5901004462635,6474.499839892418,7,3,4,4,0
21 lim liak street,1.285438,103.832161,4,bukit merah,304.9429913275345,open,304.9429913275345,78.15850237103761,MHC,Government,342,704.1823395593079,565.3359681131398,583.7283422737978,2147.0039545988816,10,9,6,1,4
109 jalan bukit merah,1.279427,103.826087,13,bukit merah,742.1229409332457,open,742.1229409332457,64.44067835352641,MHC,HDB,80,529.3138427290049,606.3690052040826,784.3911726642245,2833.678653036478,4,10,5,3,1
153 yishun street 11,1.431168,103.834264,12,yishun,217.42787819460804,open,217.42787819460804,637.9695744147434,MHC,HDB,179,246.04500096440415,444.9127627453395,419.17720829238067,16492.993792281446,2,1,7,6,2
256 serangoon central drive,1.355102,103.871447,15,serangoon,699.0552872968906,open,699.0552872968906,1028.917532671799,MHC,Government,82,594.3972994866733,513.574783811175,488.34843278055723,8281.952981242026,3,2,4,3,1
163 ang mo kio avenue 4,1.373549,103.838176,4,ang mo kio,157.24550028910772,open,157.24550028910772,155.2534343035368,MHC,HDB,124,405.95570808094845,436.65431142809814,1235.3238027391972,10118.413584879057,8,6,4,7,1
154 hougang street 11,1.352203,103.880173,11,hougang,803.7427682670766,open,803.7427682670766,1003.7016404668977,MHC,HDB,186,613.3858164613839,567.2290473910643,890.8465815142918,8299.398260193591,4,2,6,8,2
668 chander road,1.307581,103.851478,13,rochor,220.01303368683634,open,220.01303368683634,182.78894705189813,MHC,HDB,403,535.329320566779,765.3698406231533,165.29208328186795,2718.1124099907665,14,7,4,5,11
175C punggol field,1.398135,103.908148,17,punggol,1009.4115815801171,open,1009.4115815801171,4968.976911779127,MHC,HDB,186,218.84615822115023,416.09473861544336,694.9927958412632,14216.357979735218,5,0,13,5,3
488A tampines avenue 9,1.360222,103.956336,12,tampines,460.3238868702803,open,460.3238868702803,2096.0338694267743,MHC,HDB,144,779.8312275163127,49.55405063928215,782.3611060417454,14476.010290047574,2,0,7,9,2
105A depot road,1.281071,103.811406,21,bukit merah,1121.5469086109063,open,1121.5469086109063,689.8282175279925,HC,HDB,57,628.6690324715506,558.9198622934854,1146.6832574189114,4444.996169288666,3,9,2,4,2
256 pasir ris street 21,1.367525,103.963727,10,pasir ris,330.458185006904,planned,1587.6267583770257,3243.0084801296425,MHC,HDB,144,380.80046307760665,226.69085690826407,381.16699593485254,15617.425520417204,2,0,3,6,2
306 choa chu kang avenue 4,1.384957,103.742878,14,choa chu kang,174.34058471285076,open,174.34058471285076,4545.53751715577,MHC,HDB,225,524.7330721428881,585.506889696258,1990.8178002086513,16513.46013917685,5,0,6,4,0
208A clementi avenue 6,1.321923,103.762385,38,clementi,798.1665779972084,open,798.1665779972084,980.41960701301,MHC,HDB,143,333.37064345950347,707.0713270310378,809.4358529265758,10790.883858587891,4,4,4,1,1
648 ang mo kio avenue 5,1.378239,103.84372,13,ang mo kio,423.458006019315,open,423.458006019315,459.1332782835058,MHC,HDB,218,212.3485593104654,178.5523014408386,1112.6598836826975,10564.77325459267,6,6,5,6,1
102 bedok north avenue 4,1.333907,103.937458,14,bedok,561.5330857886079,open,561.5330857886079,255.9028387952198,MHC,HDB,214,349.8425035313803,278.77188132614816,1364.3912613434698,11118.763263374618,5,8,6,5,1
485C choa chu kang avenue 5,1.374799,103.73897,16,choa chu kang,455.3173977552534,planned,1281.9657907665262,3348.0286116819725,MHC,HDB,225,456.77437797734854,825.7949710652656,2437.2557268436144,16103.271875646322,6,0,3,2,0
207C punggol place,1.400654,103.900349,16,punggol,564.5595608150153,open,564.5595608150153,4864.07109711423,MHC,HDB,186,218.66917149917262,260.27514330790734,675.4936278031938,14108.354127841452,5,0,14,6,3
501 tampines central 1,1.355682,103.944449,4,tampines,97.83129599406293,open,97.83129599406293,1140.0925673691406,MHC,HDB,144,546.1361996093141,527.4908810955035,349.971456999172,13117.00892703454,4,1,10,8,4
637A yishun street 61,1.42046,103.839286,4,yishun,798.5219687601013,open,798.5219687601013,1704.951579956207,MHC,HDB,179,191.23477124914413,251.18004012693106,892.7339615180866,15258.316676749739,2,0,7,6,1
463 tampines street 44,1.359244,103.954641,12,tampines,315.8200109367768,open,315.8200109367768,1895.7811076157177,MHC,HDB,144,655.3416095440554,234.34686365683828,813.6447447454514,14259.91826963273,4,0,7,8,4
268A punggol field,1.404112,103.897399,16,punggol,582.1285572112182,open,582.1285572112182,5136.5242946303115,MHC,HDB,186,292.73298029972665,336.48787027486054,576.757220659026,14341.002037844744,5,0,9,5,2
186 bishan street 13,1.349346,103.852579,11,bishan,511.24938086281344,open,511.24938086281344,1041.328576334354,MHC,HDB,157,271.4943439266861,282.7687603042068,443.1546284378539,7337.580524483174,5,3,7,9,1
410 bedok north avenue 2,1.327888,103.931836,11,bedok,470.38968561852363,open,470.38968561852363,178.82137302527715,MHC,HDB,196,212.54567197743106,814.7438283550874,451.57164965427916,10245.48763880076,2,7,8,5,1
857 jurong west street 81,1.348026,103.696738,14,jurong west,150.55569963441368,planned,1156.5156138745988,1814.2855394750416,MHC,HDB,166,432.56683320394234,820.2682625067018,191.00398125862708,18643.573393384573,8,0,7,4,3
118B canberra crescent,1.445029,103.82946,11,sembawang,220.10411992612302,open,220.10411992612302,1505.2198667038294,MHC,HDB,179,936.8046603705532,992.165715889353,196.14089966843335,18080.452918802755,2,0,5,2,3
407 sin ming avenue,1.363453,103.834215,13,bishan,74.21478471598422,open,74.21478471598422,662.5135705896763,MHC,HDB,111,344.08894317966224,548.0178878058362,1098.119345600919,9097.006057962639,5,5,4,5,1
108 potong pasir avenue 1,1.33472,103.867928,14,toa payoh,422.21522690319097,open,422.21522690319097,1217.9346311280067,MHC,HDB,120,482.0694809431727,482.79929649928556,1839.9910221697803,6010.880015666463,2,2,4,4,0
5 telok blangah crescent,1.278724,103.81922,16,bukit merah,1184.6538040149205,open,1184.6538040149205,162.72010984373412,MHC,HDB,133,692.1753597876849,517.2284073325193,1218.2453994532766,3601.415189242862,3,10,5,3,1
120 ang mo kio avenue 3,1.370047,103.844595,11,ang mo kio,508.5227571188684,planned,540.3128457563917,317.30455918942135,MHC,HDB,123,558.2195542755638,404.3887888666902,438.2132839880508,9654.092143429769,7,9,5,7,1
402 admiralty link,1.453891,103.815769,15,sembawang,726.3074857975782,open,726.3074857975782,2859.6720263399825,MHC,HDB,179,186.22099815547014,190.58492747843863,754.4990419767022,19305.54306375958,1,0,5,2,1
208 choa chu kang central,1.381461,103.748183,13,choa chu kang,571.2064183326107,open,571.2064183326107,4356.789960104878,MHC,HDB,147,213.4438919472362,797.4708980481109,1339.557416699225,15818.618103958848,5,0,6,4,1
449B bukit batok west avenue 9,1.351979,103.741081,19,bukit batok,491.9626592584434,planned,1010.6656930028819,1009.9157945764858,MHC,HDB,147,306.9204132969484,386.3725994348793,928.7265986613363,14444.32386732855,7,2,5,6,1
220B sumang lane,1.40151,103.895421,17,punggol,891.1882825097399,open,891.1882825097399,4805.649555842288,MHC,HDB,186,378.27186200556906,607.5694020981609,918.1237934586194,13993.955079270676,5,0,10,4,2
618 jurong west street 65,1.341554,103.700503,16,jurong west,484.17187992917655,planned,571.8586661097073,1427.5289207957785,MHC,HDB,166,323.96099699939856,201.34766030465346,370.6845960191559,17987.914759163497,8,1,8,4,3
217C sumang walk,1.402359,103.895494,17,punggol,843.8409339504492,open,843.8409339504492,4899.070697233335,MHC,HDB,186,371.9429229172369,513.6193357364461,857.6774283871075,14084.737561680433,5,0,10,4,2
407 bedok north avenue 3,1.328463,103.933683,25,bedok,635.6367339290991,open,635.6367339290991,163.22551871046548,MHC,HDB,196,265.07714023900144,686.1669855181714,642.3165182007226,10456.203057554814,4,7,7,5,1
94 commonwealth drive,1.305586,103.800744,10,queenstown,436.6878862440469,open,436.6878862440469,151.23193511109642,MHC,Government,102,661.1290094784893,614.9587113293545,806.1383889950695,6155.816086230753,6,7,2,1,2
828 woodlands street 81,1.43954,103.789984,4,woodlands,474.28485450345556,open,474.28485450345556,1305.200261833571,HC,HDB,78,331.1263658229598,254.20191580602958,617.2382447155961,18605.879053962442,6,1,8,5,1
889A woodlands drive 50,1.437562,103.79332,16,woodlands,762.6113054621488,open,762.6113054621488,1560.0793810201549,HC,HDB,78,201.67098076211553,443.88355645617946,866.424109009486,18268.16828720742,4,0,10,7,1
223A jurong east street 21,1.341372,103.736754,10,jurong east,489.5789761766832,open,489.5789761766832,258.33524245536654,MHC,HDB,147,509.4885108627889,681.6883768862934,1041.1347862938503,14288.76164284868,7,2,4,4,3
668D jurong west street 64,1.341258,103.703001,16,jurong west,430.11778143525163,open,430.11778143525163,1175.499116630128,MHC,HDB,166,520.7834107170975,203.63094809472392,456.03817048274965,17716.900765306604,7,1,6,4,3
152 mei ling street,1.293832,103.802625,12,queenstown,394.1101729313213,open,394.1101729313213,72.8510334679374,MHC,HDB,113,581.6028210361628,708.2133310202819,694.9864193728148,5547.948884174535,2,6,2,2,1
409 pasir ris drive 6,1.372917,103.954226,11,pasir ris,543.4127334187352,open,543.4127334187352,3227.5121145767994,MHC,HDB,144,314.9997335078778,612.3628643496572,368.642011473514,15167.81632153472,4,0,4,5,2
961 hougang avenue 9,1.377752,103.878665,15,hougang,974.4134585904364,planned,1664.720206996644,2014.7718205247284,HC,Government,36,241.6439669559142,430.74950712874,1542.9595135796606,10910.831193283924,1,0,6,6,0
84 telok blangah heights,1.276853,103.809949,20,bukit merah,696.7478305736356,open,696.7478305736356,399.089189789955,MK,HDB,64,167.78125274809943,1051.8228389836938,997.4166861948975,4651.955523039866,2,8,2,3,2
283 choa chu kang avenue 3,1.379709,103.742871,16,choa chu kang,392.01226205394966,planned,610.6799257376094,3990.2946085401954,MHC,HDB,225,244.61499190445082,574.7677888850028,1926.1905913033886,16123.455523119712,5,0,4,3,0
64 jalan ma'mor,1.328532,103.857852,2,novena,1090.9141115122115,open,1090.9141115122115,682.9791386296902,MHC,HDB,92,749.2278605333111,564.8900596382917,1289.360044188495,5087.223685989726,3,8,5,3,1
316B anchorvale link,1.392849,103.888821,16,sengkang,699.9522210713515,open,699.9522210713515,3746.2300525856954,MHC,HDB,186,235.93793172763662,467.09733092030757,701.0897280195231,12844.2515846117,3,0,8,4,2
187 pasir ris street 11,1.364786,103.959292,13,pasir ris,249.88963305492322,planned,1058.6637160101661,2696.423751315397,MHC,HDB,144,200.13226055362702,328.2510162162789,198.3979835907963,15040.845140894528,5,0,6,8,2
35 marine crescent,1.30337,103.912522,10,marine parade,457.1232862240708,open,457.1232862240708,442.85350486007263,MHC,HDB,111,378.77867228604083,740.3845761104835,841.3740487815621,7176.128893831355,2,3,4,2,3
354 ang mo kio street 32,1.363878,103.852029,30,ang mo kio,737.0016970157834,open,737.0016970157834,387.1184016855627,MHC,HDB,142,223.5735047537669,241.26900078627793,726.300339651186,8943.442193588933,6,7,4,5,1
319 woodlands street 31,1.431509,103.7774,12,woodlands,368.5811282092326,open,368.5811282092326,356.19629478037984,HC,HDB,78,143.99357554104495,92.39132833634508,1048.0359143888168,18365.702780612177,3,2,5,5,1
351A anchorvale road,1.394153,103.886574,17,sengkang,977.1645211634394,open,977.1645211634394,3878.1818782683376,MHC,HDB,186,377.38818417388154,704.6871606642079,973.6976885065359,12902.423145169061,3,0,7,3,2
609 ang mo kio avenue 4,1.379251,103.838032,11,ang mo kio,623.7361858869101,open,623.7361858869101,346.9218926007216,MHC,HDB,218,662.261512062214,478.0946979423148,1593.9260197195017,10744.884456036289,3,6,4,5,0
14 teck whye lane,1.378482,103.755675,25,choa chu kang,667.0381637932293,open,667.0381637932293,4354.013486026843,MHC,HDB,147,629.9891569019761,540.2727038008323,540.4509852303994,14990.770216932407,7,0,3,3,1
677C yishun ring road,1.422033,103.842063,13,yishun,1118.8684794044166,open,1118.8684794044166,1830.091940870187,MHC,HDB,179,172.53953908659759,368.76502573314946,922.0687029903119,15407.889438718714,2,0,7,5,1
201 jurong east street 21,1.336406,103.743075,25,jurong east,352.8079103973325,open,352.8079103973325,982.8578274501334,MHC,HDB,147,740.4062626440626,744.0645824803964,250.9397678650979,13414.226119940447,8,1,3,3,3
268C punggol field,1.403474,103.897938,16,punggol,545.4706688479919,open,545.4706688479919,5083.444615064555,MHC,HDB,186,201.50101598192288,425.2987823337326,563.7158960952349,14296.813816580297,5,0,10,5,2
5 pine close,1.307043,103.882688,19,geylang,75.28183601020855,open,75.28183601020855,151.71252009397782,MHC,Government,94,767.135254045487,470.76057903887767,846.3786606896846,4389.807150344463,6,4,2,7,2
382 tampines street 32,1.354098,103.958752,12,tampines,515.0927018743328,open,515.0927018743328,1844.2110450203022,MHC,HDB,144,361.1219107990654,226.9942942979545,732.5753822291811,14311.108398364217,4,0,6,6,3
648C jurong west street 61,1.338968,103.69795,16,jurong west,174.00546613256506,open,174.00546613256506,1791.6827307142114,MHC,HDB,166,97.75842061073264,603.8777404072799,313.31128459225346,18153.831629588563,7,0,6,4,3
519 pasir ris street 52,1.374063,103.945122,14,pasir ris,506.7108311718913,open,506.7108311718913,3172.8683103069297,MHC,HDB,144,111.4716733225036,866.9532163321796,1184.5030225036091,14505.647155709436,5,0,5,1,1
16 upper boon keng road,1.315432,103.871652,16,kallang,439.1046918449621,open,439.1046918449621,44.81397282026893,MHC,HDB,144,990.626075912433,1249.4792573801444,1376.5063947546084,4241.553216847168,7,5,3,1,1
94D bedok north avenue 4,1.333622,103.941297,17,bedok,891.7594323773066,open,891.7594323773066,333.4428621950185,MHC,HDB,214,122.1591118232515,137.75682728231405,1646.9653376091205,11473.839669790508,4,5,7,6,0
350A yishun avenue 11,1.426042,103.844359,4,yishun,1083.1625440335788,open,1083.1625440335788,1859.3510691640956,MHC,HDB,179,103.79358614707623,584.8086855410754,933.3904119071522,15835.705478042868,1,0,8,5,1
238 choa chu kang central,1.379146,103.74821,4,choa chu kang,771.1394776232064,open,771.1394776232064,4111.506317916977,MHC,HDB,147,352.17988209804537,896.046035755322,1337.2755447464654,15641.338926639659,5,0,5,3,1
864 tampines street 83,1.355064,103.935733,13,tampines,907.6971593686209,open,907.6971593686209,1458.9160594681769,MHC,HDB,144,291.14622784631496,260.75497025682085,543.787711908311,12320.3848344603,3,1,6,5,3
19 saint george's road,1.324446,103.862611,4,kallang,562.984688142927,open,562.984688142927,579.9936101783106,MHC,HDB,193,425.8893765494265,220.9897381194372,1586.8941051516217,4752.6247861130305,4,6,3,2,0
826 tampines street 81,1.34934,103.933611,4,tampines,671.7352575211681,open,671.7352575211681,1302.2806660959197,MHC,HDB,144,377.9710847704645,363.38218574451633,885.4655406270599,11735.558338072875,4,1,5,4,3
297 choa chu kang avenue 2,1.377079,103.741912,16,choa chu kang,339.84268102474607,planned,920.0746768128649,3680.723428593246,MHC,HDB,225,75.70318552947158,694.3294907585127,2063.3569268000037,16013.05844130508,5,0,4,2,0
830A jurong west street 81,1.345258,103.694214,15,jurong west,546.2874832638745,planned,912.6099394971046,2068.5323314115094,MHC,HDB,166,566.0114982394033,899.2084350660276,513.8759194620678,18788.769393886094,7,0,6,4,2
308A ang mo kio avenue 1,1.365483,103.844085,30,ang mo kio,53.36457283559228,planned,779.6339827490842,475.5660007622621,HC,HDB,29,652.6049469672449,296.91818204005375,652.345076826223,9155.824161756755,6,8,8,8,1
129 yishun street 11,1.433712,103.831815,4,yishun,604.8392315838751,open,604.8392315838751,442.3381113200483,MHC,HDB,179,139.82253819534873,349.0196362273712,805.1916084112936,16805.452442465834,2,1,5,4,3
776 woodlands crescent,1.44807,103.799763,14,woodlands,826.4744348391338,open,826.4744348391338,2585.493624612281,MHC,HDB,164,264.3273712262194,379.52552542321575,2057.168240308571,19132.506796147452,1,0,6,4,0
212 tampines street 23,1.354434,103.954405,12,tampines,219.03364090063542,open,219.03364090063542,1479.0190654393655,MHC,HDB,144,530.730837525199,260.6773170576158,327.82466235151753,13930.434580618119,5,1,7,7,5
622 hougang avenue 8,1.37006,103.882823,4,hougang,1026.6498444257495,planned,1056.2670001609338,1265.8464757006209,MHC,HDB,186,150.38391660701438,277.4994203345839,1191.9224294020623,10245.962757241285,4,1,6,4,2
226B compassvale walk,1.387712,103.899302,16,sengkang,648.4288421410297,open,648.4288421410297,3491.9886083302613,MHC,HDB,186,204.04726428473495,167.91006984189474,672.3913158552647,12751.480421709482,3,0,11,7,1
401 sin ming avenue,1.362505,103.833185,4,bishan,229.5168909065486,open,229.5168909065486,816.4704695362377,MHC,HDB,111,213.31676842760032,565.8233596021291,958.7585401669456,9019.450820287093,5,5,3,5,1
307 shunfu road,1.35048,103.838771,13,bishan,163.36539212557636,open,163.36539212557636,256.8343743809374,MHC,HDB,82,743.8755795603289,657.751542501585,1031.3239717003835,7590.756182335698,7,1,3,5,2
1 jalan bukit merah,1.286454,103.808242,14,bukit merah,914.470717031633,open,914.470717031633,49.018743018464065,MHC,HDB,144,818.5152482215728,584.4717830339678,553.771487172483,4807.193556912787,2,9,3,4,1
171 yishun avenue 7,1.436916,103.832132,13,yishun,729.983169453776,open,729.983169453776,724.9388390817852,MHC,HDB,179,425.74551801062177,284.7234405732618,754.164524020607,17152.410552473084,2,1,5,4,3
341 woodlands avenue 1,1.431531,103.78112,12,woodlands,770.6036135361069,open,770.6036135361069,261.680572626537,HC,HDB,78,345.8418461034696,399.412910111414,709.6484097218635,18186.280378108764,4,2,7,7,1
441C bukit batok west avenue 8,1.355568,103.738704,15,bukit batok,433.91065029558314,planned,1415.7969413149133,1340.0638815762898,MHC,HDB,147,749.4157992412013,818.9548819085835,1316.82867095617,14879.83162398524,6,2,4,4,1
260 tampines street 21,1.35464,103.950101,11,tampines,549.4266715959303,open,549.4266715959303,1191.9950861996797,MHC,HDB,144,293.7287831952706,134.6284919015096,372.4472797680344,13551.91175723022,4,1,8,8,5
6B boon tiong road,1.286546,103.830824,21,bukit merah,338.7673825426765,open,338.7673825426765,206.6236895119935,HC,HDB,30,600.5006924778755,701.4799839566596,424.01891432785925,2312.295443078906,8,11,5,1,4
579 woodlands drive 16,1.430713,103.795709,12,woodlands,435.9257797848908,open,435.9257797848908,1788.8894506753725,HC,HDB,78,506.5983729613516,267.5006319320005,1259.4424014834303,17465.760666258502,4,0,9,6,1
401 bedok north avenue 3,1.330982,103.933605,13,bedok,600.9920927474889,open,600.9920927474889,417.6407882178111,MHC,HDB,125,247.76124234800412,421.94942385225653,843.3585658514162,10585.416295264222,4,7,7,5,1
229 bukit batok east avenue 3,1.348277,103.754681,10,bukit batok,560.587172276319,open,560.587172276319,1958.5166463327937,MHC,HDB,147,290.0484824346887,392.06680619459553,640.8355337178768,12950.726685760925,2,0,4,3,1
165 bukit merah central,1.283056,103.816693,8,bukit merah,737.0975325903681,open,737.0975325903681,95.27596744637619,HC,HDB,57,308.3614954195475,308.3614954195475,1208.811153832682,3851.4791993479057,2,12,5,5,1
307 serangoon avenue 2,1.354628,103.867069,16,serangoon,459.8931877969975,open,459.8931877969975,902.3154458318386,MHC,Government,82,460.396154428486,631.9235060087121,721.4304702301331,8112.3521855322915,3,2,5,4,1
114 pasir ris street 11,1.368451,103.954961,13,pasir ris,731.6977296568278,planned,760.9338283390352,2798.935639981697,MHC,HDB,144,499.1134783146649,302.2738175049458,726.7439755824239,14911.993741406483,5,0,6,7,2
231 yishun street 21,1.434071,103.837079,12,yishun,549.0319055077572,open,549.0319055077572,993.7519413082894,MHC,HDB,179,100.23140712403777,223.96542646616706,689.3574152832327,16779.46413841201,2,1,7,4,2
878 woodlands avenue 9,1.445433,103.791997,12,woodlands,842.1000319623578,open,842.1000319623578,1684.5742814922419,MHC,HDB,164,320.2039369491365,496.7543522729418,1256.541478223225,19135.158800978337,5,0,7,3,1
38B bendemeer road,1.320533,103.866795,26,kallang,519.9545153410588,open,519.9545153410588,371.7475720423526,MHC,HDB,211,209.75421569382542,799.9202611886063,1515.4034998206394,4494.21264880312,5,6,3,2,0
732 jurong west street 73,1.345841,103.699605,16,jurong west,325.03287973978996,planned,951.5457131763803,1470.1535514559462,MHC,HDB,166,112.14079931393555,428.5640520580075,352.3705164409408,18256.28808842316,7,1,6,4,3
147 bukit batok west avenue 6,1.349578,103.743601,4,bukit batok,619.792477116651,planned,682.713205357479,937.6611786759156,MHC,HDB,147,290.19824460234867,326.41961136783993,627.2946859022381,14066.186192098752,7,2,7,4,1
162 woodlands street 13,1.433029,103.773134,10,woodlands,135.0489881165174,open,135.0489881165174,753.0981932093977,HC,HDB,78,105.97435042336058,511.9333623407443,1435.4864275322361,18731.83494789614,1,2,3,4,1
197 rivervale drive,1.392607,103.903563,17,sengkang,958.6010757691907,open,958.6010757691907,4187.689325772201,MHC,HDB,186,142.10741778885114,154.49669175603793,947.0312012958467,13443.16204899074,7,0,12,7,2
512C yishun street 51,1.414958,103.842655,13,yishun,1112.7324184608178,open,1112.7324184608178,2406.825500702716,MHC,HDB,179,454.8300129106258,535.2254305068773,1602.6329229152057,14622.925525731407,1,0,4,4,0
160 woodlands street 13,1.433333,103.774922,12,woodlands,104.86507338422375,open,104.86507338422375,552.4612592139822,HC,HDB,78,152.93558494457366,385.54541950439966,1234.1729147526867,18670.183489047016,3,2,3,4,1
267C punggol field,1.404291,103.898319,16,punggol,477.91606195151815,open,477.91606195151815,5181.73344690409,MHC,HDB,186,272.80619636155785,370.60218215634455,477.8491877537611,14396.384532601165,5,0,9,5,2
484 admiralty link,1.457071,103.815308,16,sembawang,1040.3109323626688,open,1040.3109323626688,3192.9644283304483,MHC,HDB,179,133.8169427628324,446.27513989570787,1086.7856031549782,19660.236455546474,1,0,5,2,1
71 bedok south road,1.320416,103.942732,16,bedok,637.167505541424,open,637.167505541424,455.13598041267477,MHC,HDB,195,436.99684569294214,429.66783440204273,1573.9806129195083,10984.4844621141,5,6,2,4,0
818C choa chu kang avenue 1,1.376722,103.74815,20,choa chu kang,908.3607345460387,planned,1003.9647358414405,3853.2012632338783,MHC,HDB,147,585.2151600242559,1064.5544328110882,1395.9095023951768,15465.368049330827,5,0,4,3,1
52 chai chee street,1.328697,103.92095,14,bedok,920.8898245745323,open,920.8898245745323,552.9621404568919,MHC,HDB,124,748.7758306498035,1138.2380343664659,1022.887577585605,9252.91458251171,3,5,6,1,1
407 hougang avenue 10,1.372965,103.895673,13,hougang,421.7419110897776,open,421.7419110897776,1871.2501559975435,MHC,HDB,186,215.05312726924103,176.58415147870093,217.41561166733996,11106.14746299,4,0,8,5,1
63 telok blangah heights,1.274831,103.810941,12,bukit merah,491.7899012380179,open,491.7899012380179,354.0407070712799,MK,HDB,64,294.14644145638357,1232.818814743788,1064.6238040477708,4581.558674591438,2,7,3,3,1
337C tah ching road,1.33719,103.722004,20,jurong west,823.7875189775391,open,823.7875189775391,276.9817569263322,MHC,Government,180,449.78570760073455,546.5432369742404,1723.0913329922676,15587.183614032572,2,5,4,4,0
213 jurong east street 21,1.339033,103.739774,25,jurong east,312.7945884878316,planned,686.6371044602828,542.223548450762,MHC,HDB,147,442.3352279008626,552.370667666222,633.6023378065616,13872.30870301618,8,2,4,2,3
403 bedok north avenue 3,1.3298,103.933844,11,bedok,733.8367133843714,open,733.8367133843714,310.5585124931267,MHC,HDB,196,237.49316799551912,538.182791596399,757.7963522152969,10543.683467436867,4,7,6,5,1
104 jalan rajah,1.327805,103.853262,25,novena,844.7371348602476,open,844.7371348602476,492.0668109325745,MHC,HDB,164,826.3673444676293,909.3101490766809,885.0493638398893,4959.115672290863,3,10,7,4,3
171 gangsa road,1.37897,103.766375,22,bukit panjang,528.6548221282504,open,528.6548221282504,4531.003163345556,MHC,Government,179,333.28098827426385,456.92034601162567,707.1060917757889,14210.501859933727,3,0,7,5,1
232 pending road,1.376471,103.772398,12,bukit panjang,1196.91836429669,open,1196.91836429669,4140.334671504504,MHC,Government,179,460.8934152120386,939.6533484101824,1426.6000639390434,13562.045571975708,3,0,5,2,1
326C anchorvale road,1.395717,103.888065,16,sengkang,892.2920889298973,open,892.2920889298973,4056.8625162940384,MHC,HDB,186,237.26661610864133,795.1293335659567,878.656370446121,13118.072491576653,2,0,8,3,2
608 elias road,1.375821,103.943079,17,pasir ris,795.093709870731,open,795.093709870731,3371.200646693547,MHC,HDB,144,260.05001673539334,1152.7940170863233,1393.3950311132724,14479.98364468424,5,0,4,1,1
